"mpio_cdpmp","dep_amb","dep_nombre","mun_amb","mun_nombre","amb_code","dep_code","mesas_instaladas","mesas_escrutadas","votantes_potenciales","votantes","no_marcados","nulos","validos","LEONARDO.HUMBERTO.HUERTA.GUTIERREZ","CLAUDIA.NAYIBE.LOPEZ.HERNANDEZ","PALOMA.SUSANA.VALENCIA.LASERNA","JUAN.MANUEL.GALAN.PACHON","VICTORIA.EUGENIA.DAVILA.HOYOS","ENRIQUE.PEÑALOSA.LONDOÑO","JUAN.DANIEL.OVIEDO.ARANGO","MAURICIO.CARDENAS.SANTAMARIA","JUAN.CARLOS.PINZON.BUENO","DAVID.ANDRES.LUNA.SANCHEZ","ANIBAL.GAVIRIA.CORREA","ROY.LEONARDO.BARRERAS.MONTEALEGRE","MARTHA.VIVIANA.BERNAL.AMAYA","HECTOR.ELIAS.PINEDA.SALAZAR","EDISON.LUCIO.TORRES.MORENO","DANIEL.QUINTERO.CALLE"
"68255","2700","SANTANDER","2700074","EL PLAYON","2700074","27","46","46",13378,2571,296,189,2086,13,100,1367,80,98,30,144,8,96,16,13,36,20,11,16,38
"68264","2700","SANTANDER","2700076","ENCINO","2700076","27","8","8",2267,410,37,13,360,0,12,298,15,6,0,14,1,7,0,0,2,2,0,0,3
"68266","2700","SANTANDER","2700079","ENCISO","2700079","27","16","16",3574,949,63,30,856,2,12,568,69,35,13,55,3,55,9,4,17,4,3,2,5
"68271","2700","SANTANDER","2700080","FLORIAN","2700080","27","22","22",6222,615,73,25,517,2,37,294,35,14,3,54,3,31,4,1,24,3,0,2,10
"68276","2700","SANTANDER","2700082","FLORIDABLANCA","2700082","27","682","682",220850,66015,2864,5755,57396,261,3712,27296,3800,2637,870,10707,484,2989,897,261,1533,306,187,195,1261
"68296","2700","SANTANDER","2700085","GALAN","2700085","27","14","14",2727,680,35,27,618,1,12,441,10,18,1,39,4,67,3,5,6,2,0,1,8
"68298","2700","SANTANDER","2700088","GAMBITA","2700088","27","13","13",3574,630,98,36,496,5,28,340,22,5,2,40,5,18,7,1,15,0,0,5,3
"68307","2700","SANTANDER","2700091","GIRON","2700091","27","416","416",132989,30270,1720,2878,25672,141,1990,12491,1703,1609,347,4024,186,1162,280,114,595,144,103,106,677
"68318","2700","SANTANDER","2700094","GUACA","2700094","27","23","23",5763,1224,92,55,1077,4,33,810,40,37,6,65,6,31,7,4,11,6,0,5,12
"68320","2700","SANTANDER","2700097","GUADALUPE","2700097","27","16","16",4475,1297,89,36,1172,2,41,884,23,19,7,58,4,91,6,1,16,3,2,6,9
"68322","2700","SANTANDER","2700100","GUAPOTA","2700100","27","7","7",2074,437,22,10,405,1,10,297,12,12,0,36,2,27,2,0,2,0,1,0,3
"68324","2700","SANTANDER","2700103","GUAVATA","2700103","27","15","15",4699,747,97,54,596,4,40,324,40,13,9,71,3,35,10,0,20,4,3,1,19
"68327","2700","SANTANDER","2700106","GUEPSA","2700106","27","14","14",4554,556,64,55,437,1,48,217,35,14,8,46,3,19,4,3,21,3,0,1,14
"68344","2700","SANTANDER","2700109","HATO","2700109","27","8","8",2202,390,56,28,306,0,15,180,30,11,1,23,2,14,8,0,8,0,0,2,12
"68368","2700","SANTANDER","2700112","JESUS MARIA","2700112","27","12","12",3528,531,44,42,445,2,46,215,34,14,6,37,1,52,9,3,11,0,2,5,8
"68370","2700","SANTANDER","2700115","JORDAN","2700115","27","6","6",1421,452,29,6,417,0,7,140,6,9,1,8,2,233,2,1,4,1,0,0,3
"68377","2700","SANTANDER","2700119","LA BELLEZA","2700119","27","19","19",5973,1408,130,36,1242,2,52,982,22,23,5,47,3,55,10,3,22,3,1,4,8
"68397","2700","SANTANDER","2700118","LA PAZ","2700118","27","14","14",4206,560,65,23,472,0,23,211,15,12,3,38,7,142,5,1,6,0,0,1,8
"68385","2700","SANTANDER","2700120","LANDAZURI","2700120","27","36","36",10484,1323,87,69,1167,2,46,825,28,36,7,117,2,17,5,3,31,5,1,4,38
"68406","2700","SANTANDER","2700121","LEBRIJA","2700121","27","117","117",37185,8329,536,593,7200,31,324,4067,361,406,106,782,33,663,73,37,119,35,14,30,119
"68418","2700","SANTANDER","2700124","LOS SANTOS","2700124","27","34","34",10604,2446,195,180,2071,7,202,1160,127,148,33,158,10,101,19,7,35,16,5,13,30
"68425","2700","SANTANDER","2700127","MACARAVITA","2700127","27","8","8",2397,580,60,13,507,1,14,385,26,19,4,20,0,17,2,1,6,1,0,2,9
"68432","2700","SANTANDER","2700130","MALAGA","2700130","27","56","56",16811,3665,178,191,3296,9,174,1923,180,113,42,411,17,192,29,8,99,17,6,14,62
"68444","2700","SANTANDER","2700133","MATANZA","2700133","27","18","18",5424,1238,75,49,1114,3,27,902,19,29,8,49,3,33,4,1,17,3,1,5,10
"68464","2700","SANTANDER","2700136","MOGOTES","2700136","27","29","29",8356,1808,183,149,1476,9,81,953,88,67,24,102,8,69,18,5,17,5,4,12,14
"68468","2700","SANTANDER","2700139","MOLAGAVITA","2700139","27","17","17",3987,890,68,37,785,7,19,577,17,41,7,56,2,18,8,3,15,2,1,1,11
"68498","2700","SANTANDER","2700142","OCAMONTE","2700142","27","13","13",4146,909,92,32,785,3,37,556,58,13,8,30,3,53,3,2,12,1,0,1,5
"68500","2700","SANTANDER","2700145","OIBA","2700145","27","33","33",10114,2465,175,151,2139,6,129,1241,141,67,63,229,8,105,12,5,83,9,9,4,28
"68502","2700","SANTANDER","2700148","ONZAGA","2700148","27","14","14",3669,724,98,20,606,3,21,433,27,14,4,37,1,28,7,2,12,4,1,2,10
"68522","2700","SANTANDER","2700151","PALMAR","2700151","27","6","6",1618,319,25,13,281,1,12,195,17,4,1,23,0,13,5,0,5,0,0,0,5
"68524","2700","SANTANDER","2700154","PALMAS DEL SOCORRO","2700154","27","8","8",2669,693,39,24,630,2,28,447,23,14,8,48,1,32,5,2,15,2,1,0,2
"68533","2700","SANTANDER","2700157","PARAMO","2700157","27","13","13",4027,1140,80,57,1003,5,33,620,58,31,5,103,4,87,7,1,27,4,0,0,18
"68547","2700","SANTANDER","2700160","PIEDECUESTA","2700160","27","414","414",131233,34454,1939,3440,29075,151,2097,14232,1792,1685,452,5171,231,1227,303,151,541,146,103,126,667
"68549","2700","SANTANDER","2700163","PINCHOTE","2700163","27","12","12",3899,876,26,36,814,0,45,477,39,24,2,140,3,30,8,5,22,0,4,1,14
"68572","2700","SANTANDER","2700166","PUENTE NACIONAL","2700166","27","46","46",13402,2252,88,117,2047,5,133,1170,111,97,33,223,13,111,15,15,84,2,2,4,29
"68573","2700","SANTANDER","2700167","PUERTO PARRA","2700167","27","22","22",6692,496,45,31,420,2,18,238,51,22,5,28,2,16,1,1,13,3,0,7,13
"68575","2700","SANTANDER","2700169","PUERTO WILCHES","2700169","27","85","85",26678,2289,301,218,1770,13,134,798,100,117,22,133,5,48,10,6,282,9,8,31,54
"68615","2700","SANTANDER","2700172","RIONEGRO","2700172","27","86","86",25122,4645,453,309,3883,19,184,2506,185,234,39,265,13,167,33,13,93,24,8,27,73
"68655","2700","SANTANDER","2700174","SABANA DE TORRES","2700174","27","78","78",25382,3800,408,338,3054,30,212,1484,342,209,57,266,20,112,26,18,100,27,12,40,99
"68669","2700","SANTANDER","2700175","SAN ANDRES","2700175","27","27","27",6851,1495,145,69,1281,27,65,880,66,32,6,78,6,37,12,3,33,7,2,5,22
"68673","2700","SANTANDER","2700178","SAN BENITO","2700178","27","10","10",3012,464,61,23,380,1,52,220,9,5,1,19,0,53,3,0,5,0,0,0,12
"68679","2700","SANTANDER","2700181","SAN GIL","2700181","27","153","153",46971,12779,550,1064,11165,35,840,5360,661,411,149,2230,74,547,129,55,325,50,28,24,247
"68682","2700","SANTANDER","2700184","SAN JOAQUIN","2700184","27","7","7",2306,335,30,21,284,0,14,175,28,12,2,27,3,5,3,1,7,2,0,1,4
"68684","2700","SANTANDER","2700187","SAN JOSE DE MIRANDA","2700187","27","17","17",4505,1137,72,53,1012,6,34,772,23,35,6,59,4,37,6,3,14,5,0,1,7
"68686","2700","SANTANDER","2700190","SAN MIGUEL","2700190","27","11","11",2286,463,38,13,412,2,10,255,9,16,4,20,2,75,1,1,8,0,1,1,7
"68689","2700","SANTANDER","2700193","SAN VICENTE DE CHUCURI","2700193","27","82","82",25405,3606,296,264,3046,3,113,1953,168,150,17,275,13,156,26,6,77,11,3,24,51
"68705","2700","SANTANDER","2700195","SANTA BARBARA","2700195","27","9","9",2417,622,25,26,571,0,14,447,17,26,4,22,1,23,0,1,7,3,0,2,4
"68720","2700","SANTANDER","2700194","SANTA HELENA DEL OPON","2700194","27","12","12",3461,646,107,46,493,1,20,289,17,21,6,17,0,88,3,1,20,4,1,1,4
"68745","2700","SANTANDER","2700196","SIMACOTA","2700196","27","23","23",6503,1674,188,95,1391,8,50,924,78,49,10,104,4,58,13,6,40,7,2,7,31
"68755","2700","SANTANDER","2700199","SOCORRO","2700199","27","79","79",25701,6894,322,581,5991,17,288,3466,268,186,75,861,28,393,62,22,186,22,10,13,94
"68770","2700","SANTANDER","2700202","SUAITA","2700202","27","28","28",8928,1603,96,77,1430,5,66,886,102,33,11,132,4,92,14,12,23,10,6,1,33
"68773","2700","SANTANDER","2700205","SUCRE","2700205","27","23","23",5765,753,40,24,689,2,24,549,15,13,5,23,1,24,6,0,14,4,1,1,7
"68780","2700","SANTANDER","2700208","SURATA","2700208","27","14","14",3705,779,57,30,692,5,32,491,22,23,7,45,3,34,5,0,9,1,0,1,14
"68820","2700","SANTANDER","2700211","TONA","2700211","27","19","19",5819,1429,171,94,1164,4,54,680,153,79,10,88,7,37,6,1,16,10,2,6,11
"68855","2700","SANTANDER","2700217","VALLE DE SAN JOSE","2700217","27","17","17",5307,974,57,60,857,6,44,524,47,32,4,112,6,31,10,2,22,3,2,3,9
"68861","2700","SANTANDER","2700220","VELEZ","2700220","27","54","54",16952,3204,262,287,2655,16,152,1524,167,68,41,341,11,93,20,16,86,15,7,11,87
"68867","2700","SANTANDER","2700219","VETAS","2700219","27","5","5",1493,419,34,17,368,3,10,291,3,5,4,10,6,8,3,2,7,4,3,3,6
"68872","2700","SANTANDER","2700221","VILLANUEVA","2700221","27","23","23",7353,1761,103,95,1563,8,87,979,60,76,23,177,6,62,10,8,27,10,3,4,23
"68895","2700","SANTANDER","2700223","ZAPATOCA","2700223","27","26","26",8402,1638,59,144,1435,0,75,866,53,47,14,146,17,137,21,8,20,3,3,2,23
"70110","2800","SUCRE","2800010","BUENAVISTA","2800010","28","33","33",10575,979,124,39,816,2,23,353,67,16,15,29,4,15,148,3,48,24,19,16,34
"70124","2800","SUCRE","2800020","CAIMITO","2800020","28","37","37",10629,616,87,29,500,3,36,229,36,20,37,28,5,9,10,3,34,3,5,15,27
"70230","2800","SUCRE","2800045","CHALAN","2800045","28","17","17",5192,737,147,39,551,11,22,328,21,11,17,23,7,8,12,4,18,29,19,8,13
"70204","2800","SUCRE","2800030","COLOSO","2800030","28","28","28",8778,999,219,57,723,5,53,426,21,21,3,20,1,8,13,3,63,22,16,24,24
"70215","2800","SUCRE","2800040","COROZAL","2800040","28","161","161",51338,7935,966,865,6104,60,391,3079,256,207,56,532,34,132,198,33,453,131,134,91,317
"70221","2800","SUCRE","2800041","COVENAS","2800041","28","47","47",15270,1802,211,157,1434,9,80,721,41,52,13,91,10,30,13,5,249,10,15,22,73
"70233","2800","SUCRE","2800042","EL ROBLE","2800042","28","37","37",9931,1090,193,61,836,11,53,478,42,16,16,14,0,15,12,3,62,20,12,30,52
"70235","2800","SUCRE","2800048","GALERAS","2800048","28","59","59",18720,2278,251,66,1961,8,68,1388,54,68,20,68,6,26,52,7,80,18,7,25,66
"70265","2800","SUCRE","2800049","GUARANDA","2800049","28","53","53",15527,1056,146,59,851,8,43,577,19,22,7,26,5,18,21,5,25,12,9,24,30
"70400","2800","SUCRE","2800050","LA UNION","2800050","28","35","35",11288,699,110,40,549,5,49,255,18,12,17,35,3,16,18,3,53,12,4,16,33
"70418","2800","SUCRE","2800055","LOS PALMITOS","2800055","28","63","63",20315,1597,272,117,1208,10,59,647,45,42,20,64,6,12,37,9,131,16,26,16,68
"70429","2800","SUCRE","2800060","MAJAGUAL","2800060","28","102","102",30567,3336,682,113,2541,10,136,1609,76,121,19,76,13,39,44,14,179,40,23,45,97
"70473","2800","SUCRE","2800080","MORROA","2800080","28","52","52",15882,2883,827,276,1780,23,152,782,117,70,24,123,9,48,49,14,101,88,62,34,84
"70508","2800","SUCRE","2800100","OVEJAS","2800100","28","76","76",23534,2465,383,170,1912,20,114,1088,54,49,21,112,7,25,28,6,177,51,37,41,82
"70523","2800","SUCRE","2800120","PALMITO","2800120","28","41","41",13249,1317,458,101,758,9,81,330,33,32,12,53,11,15,16,6,54,27,22,14,43
"70670","2800","SUCRE","2800160","SAMPUES","2800160","28","118","118",36814,4977,1035,433,3509,47,323,1459,225,154,85,215,29,88,97,24,212,149,106,77,219
"70678","2800","SUCRE","2800180","SAN BENITO ABAD","2800180","28","74","74",21765,2196,403,121,1672,17,87,981,67,86,17,78,19,19,28,7,99,42,21,29,75
"70702","2800","SUCRE","2800190","SAN JUAN DE BETULIA","2800190","28","40","40",12438,1285,175,79,1031,4,39,650,47,25,9,64,6,14,19,8,74,10,14,13,35
"70708","2800","SUCRE","2800200","SAN MARCOS","2800200","28","153","153",48859,4248,731,351,3166,30,225,1542,152,87,31,167,37,45,70,18,276,86,81,82,237
"70713","2800","SUCRE","2800220","SAN ONOFRE","2800220","28","158","158",47932,2773,835,138,1800,27,138,860,93,65,30,64,25,48,31,14,116,64,87,53,85
"70717","2800","SUCRE","2800240","SAN PEDRO","2800240","28","55","55",17966,1777,282,108,1387,8,68,741,61,43,21,74,9,26,40,6,125,25,37,25,78
"70742","2800","SUCRE","2800260","SAN LUIS DE SINCE","2800260","28","90","90",28071,3031,413,211,2407,22,125,1353,110,84,23,156,8,37,74,15,204,35,30,48,83
"70001","2800","SUCRE","2800001","SINCELEJO","2800001","28","665","665",223915,48024,7546,5497,34981,320,2887,15114,1932,1428,675,3113,224,735,1189,301,2741,882,682,579,2179
"70771","2800","SUCRE","2800280","SUCRE","2800280","28","79","79",21965,1848,216,35,1597,13,53,993,43,96,12,45,9,19,22,5,199,12,10,25,41
"70820","2800","SUCRE","2800300","SANTIAGO DE TOLU","2800300","28","84","84",26427,2132,447,304,1381,15,141,625,102,40,23,97,10,21,24,17,79,29,27,41,90
"70823","2800","SUCRE","2800320","SAN JOSE DE TOLUVIEJO","2800320","28","68","68",21639,3022,723,250,2049,22,131,1038,113,66,36,111,19,47,50,17,173,51,38,26,111
"73024","2900","TOLIMA","2900004","ALPUJARRA","2900004","29","16","16",3888,1253,75,48,1130,3,31,939,14,28,7,60,3,21,6,1,6,0,1,2,8
"73026","2900","TOLIMA","2900007","ALVARADO","2900007","29","30","30",9238,1500,121,101,1278,3,74,817,61,40,12,130,5,36,9,6,31,1,2,13,38
"73030","2900","TOLIMA","2900010","AMBALEMA","2900010","29","24","24",6802,705,45,53,607,2,40,388,20,15,7,67,1,17,12,3,8,2,2,7,16
"73043","2900","TOLIMA","2900013","ANZOATEGUI","2900013","29","28","28",8904,1209,86,37,1086,1,36,826,13,30,9,67,4,35,7,3,17,11,2,3,22
"73055","2900","TOLIMA","2900016","ARMERO","2900016","29","35","35",10696,1508,161,175,1172,9,141,631,66,45,18,112,12,40,14,5,14,10,2,19,34
"73067","2900","TOLIMA","2900019","ATACO","2900019","29","56","56",17005,3210,587,84,2539,8,96,1969,67,68,16,115,10,69,9,2,44,8,2,14,42
"73124","2900","TOLIMA","2900022","CAJAMARCA","2900022","29","56","56",17376,2546,214,246,2086,13,153,1314,75,75,28,212,9,67,16,16,22,8,4,3,71
"73148","2900","TOLIMA","2900025","CARMEN DE APICALA","2900025","29","34","34",10546,1939,144,148,1647,10,131,1027,69,65,27,174,15,34,23,6,21,1,2,7,35
"73152","2900","TOLIMA","2900028","CASABIANCA","2900028","29","19","19",5799,940,85,35,820,6,70,522,22,32,13,73,6,31,5,3,12,5,3,2,15
"73168","2900","TOLIMA","2900040","CHAPARRAL","2900040","29","127","127",42544,6715,903,528,5284,34,428,3118,241,235,65,493,47,219,35,29,92,51,10,54,133
"73200","2900","TOLIMA","2900031","COELLO","2900031","29","28","28",8512,1764,334,169,1261,7,97,724,58,43,24,128,10,25,19,7,38,12,5,16,48
"73217","2900","TOLIMA","2900034","COYAIMA","2900034","29","60","60",19041,1684,245,114,1325,10,74,920,50,35,15,67,10,38,6,6,25,7,5,16,41
"73226","2900","TOLIMA","2900037","CUNDAY","2900037","29","25","25",7382,1881,133,63,1685,10,45,1355,33,45,7,75,6,32,19,7,18,10,1,7,15
"73236","2900","TOLIMA","2900043","DOLORES","2900043","29","25","25",7299,1547,83,58,1406,2,27,1174,25,26,10,71,3,24,9,3,20,5,1,4,2
"73268","2900","TOLIMA","2900046","ESPINAL","2900046","29","190","190",63329,15834,1306,1418,13110,81,1432,7108,600,526,162,1644,183,420,148,52,239,75,36,79,325
"73270","2900","TOLIMA","2900049","FALAN","2900049","29","21","21",6379,972,106,72,794,4,61,500,46,36,7,57,2,19,5,6,12,6,4,12,17
"73275","2900","TOLIMA","2900052","FLANDES","2900052","29","61","61",19925,4575,461,461,3653,26,421,1871,250,174,56,417,24,123,43,18,77,18,10,25,100
"73283","2900","TOLIMA","2900055","FRESNO","2900055","29","94","94",28675,3700,309,194,3197,18,217,1986,95,105,41,305,21,120,21,21,127,24,8,16,72
"73319","2900","TOLIMA","2900058","GUAMO","2900058","29","85","85",26744,6423,664,426,5333,26,463,3341,247,223,63,374,26,165,58,35,90,38,14,30,140
"73347","2900","TOLIMA","2900061","HERVEO","2900061","29","21","21",5946,901,88,38,775,1,34,511,16,35,55,66,5,16,4,3,6,6,1,0,16
"73349","2900","TOLIMA","2900064","HONDA","2900064","29","63","63",22935,4707,378,454,3875,20,365,2054,183,157,67,560,20,95,75,21,78,16,21,34,109
"73001","2900","TOLIMA","2900001","IBAGUE","2900001","29","1425","1425",470989,125899,5698,12202,107999,445,7062,56170,4158,3830,1904,20772,952,4553,1163,495,1881,565,407,427,3215
"73352","2900","TOLIMA","2900067","ICONONZO","2900067","29","30","30",9588,1478,143,78,1257,4,128,722,82,39,16,127,7,42,15,3,27,7,4,10,24
"73408","2900","TOLIMA","2900070","LERIDA","2900070","29","50","50",15792,1923,180,174,1569,9,112,913,65,50,22,177,10,55,8,2,58,10,12,14,52
"73411","2900","TOLIMA","2900073","LIBANO","2900073","29","100","100",34460,3929,289,337,3303,16,202,1932,223,109,43,395,23,138,12,21,43,21,12,20,93
"73443","2900","TOLIMA","2900076","SAN SEBASTIAN DE MARIQUITA","2900076","29","96","96",30588,5365,405,571,4389,27,389,2394,232,162,69,583,22,175,27,28,63,35,17,33,133
"73449","2900","TOLIMA","2900079","MELGAR","2900079","29","104","104",33147,6437,371,683,5383,48,417,2897,284,231,113,702,27,205,64,21,161,20,16,32,145
"73461","2900","TOLIMA","2900080","MURILLO","2900080","29","13","13",3871,535,54,42,439,1,12,297,15,21,2,44,5,17,1,2,7,1,1,2,11
"73483","2900","TOLIMA","2900082","NATAGAIMA","2900082","29","49","49",15378,1967,213,115,1639,10,89,1093,78,41,20,167,4,35,6,3,33,6,6,15,33
"73504","2900","TOLIMA","2900085","ORTEGA","2900085","29","80","80",24250,3271,369,184,2718,14,142,1809,111,102,37,163,23,125,19,9,34,16,6,32,76
"73520","2900","TOLIMA","2900087","PALOCABILDO","2900087","29","27","27",8737,814,61,44,709,0,34,507,22,22,7,52,1,31,2,3,6,4,1,6,11
"73547","2900","TOLIMA","2900088","PIEDRAS","2900088","29","19","19",5803,890,92,106,692,3,38,432,33,20,7,67,4,8,7,4,41,5,0,8,15
"73555","2900","TOLIMA","2900089","PLANADAS","2900089","29","78","78",24824,2614,450,152,2012,12,176,1147,102,78,29,173,12,90,16,12,39,26,4,12,84
"73563","2900","TOLIMA","2900091","PRADO","2900091","29","27","27",8087,1233,115,90,1028,3,54,730,35,23,10,81,6,33,8,1,13,9,2,4,16
"73585","2900","TOLIMA","2900094","PURIFICACION","2900094","29","65","65",20752,3576,344,239,2993,17,246,1817,143,126,49,286,22,70,22,10,71,20,5,28,61
"73616","2900","TOLIMA","2900097","RIOBLANCO","2900097","29","61","61",18580,1402,209,91,1102,2,91,722,61,45,12,61,7,29,5,6,16,6,2,12,25
"73622","2900","TOLIMA","2900100","RONCESVALLES","2900100","29","15","15",4538,428,39,17,372,0,31,237,12,14,6,41,0,15,1,1,4,2,1,1,6
"73624","2900","TOLIMA","2900103","ROVIRA","2900103","29","73","73",21980,3630,364,173,3093,9,173,2239,71,130,18,200,24,74,11,11,35,15,3,21,59
"73671","2900","TOLIMA","2900105","SALDANA","2900105","29","41","41",13293,2684,184,162,2338,14,171,1453,81,79,31,169,136,66,26,5,33,7,8,11,48
"73675","2900","TOLIMA","2900106","SAN ANTONIO","2900106","29","34","34",10953,1939,256,101,1582,6,66,1227,33,52,14,66,6,45,8,4,15,10,6,7,17
"73678","2900","TOLIMA","2900109","SAN LUIS","2900109","29","42","42",12517,2696,225,157,2314,4,137,1664,87,62,27,131,11,51,15,9,44,12,8,10,42
"73686","2900","TOLIMA","2900112","SANTA ISABEL","2900112","29","25","25",5940,1351,299,52,1000,2,42,739,27,25,3,84,2,27,3,3,9,2,1,6,25
"73770","2900","TOLIMA","2900115","SUAREZ","2900115","29","18","18",4801,1078,83,79,916,4,43,705,21,21,11,46,4,19,4,2,14,1,0,5,16
"73854","2900","TOLIMA","2900118","VALLE DE SAN JUAN","2900118","29","16","16",4946,1418,159,62,1197,6,25,848,27,34,18,51,5,139,11,3,9,3,1,4,13
"73861","2900","TOLIMA","2900121","VENADILLO","2900121","29","41","41",12089,2091,168,183,1740,9,88,1178,80,71,30,133,4,36,23,8,27,8,5,19,21
"73870","2900","TOLIMA","2900124","VILLAHERMOSA","2900124","29","26","26",7191,1127,106,46,975,0,63,739,23,32,8,50,1,19,1,2,9,4,1,4,19
"73873","2900","TOLIMA","2900127","VILLARRICA","2900127","29","18","18",5291,963,71,52,840,2,26,654,21,26,11,36,3,24,5,4,11,3,2,2,10
"76020","3100","VALLE DEL CAUCA","3100004","ALCALA","3100004","31","40","40",12566,1476,188,157,1131,7,95,578,60,74,22,127,4,29,8,10,60,4,3,13,37
"76036","3100","VALLE DEL CAUCA","3100007","ANDALUCIA","3100007","31","62","62",20083,1920,137,219,1564,8,106,706,76,64,32,211,14,93,8,4,166,8,7,8,53
"76041","3100","VALLE DEL CAUCA","3100010","ANSERMANUEVO","3100010","31","67","67",19000,2011,225,150,1636,3,104,1024,42,83,10,124,12,62,9,10,81,8,8,16,40
"76054","3100","VALLE DEL CAUCA","3100013","ARGELIA","3100013","31","21","21",5932,699,65,17,617,1,34,377,22,26,6,55,18,21,2,3,32,3,1,1,15
"76100","3100","VALLE DEL CAUCA","3100016","BOLIVAR","3100016","31","47","47",13470,1446,145,101,1200,8,73,684,52,78,8,110,7,44,6,4,89,3,2,11,21
"76109","3100","VALLE DEL CAUCA","3100019","BUENAVENTURA","3100019","31","730","725",237167,19905,4131,4202,11572,190,1154,2949,749,467,264,989,144,446,140,100,2366,116,128,533,837
"76111","3100","VALLE DEL CAUCA","3100022","GUADALAJARA DE BUGA","3100022","31","354","354",110301,17929,1211,2148,14570,95,1110,6128,695,572,338,2634,218,681,166,70,1000,84,79,107,593
"76113","3100","VALLE DEL CAUCA","3100025","BUGALAGRANDE","3100025","31","70","70",21147,1765,160,191,1414,3,87,615,41,68,15,194,9,69,7,12,205,4,10,10,65
"76122","3100","VALLE DEL CAUCA","3100028","CAICEDONIA","3100028","31","91","91",27806,5292,540,348,4404,33,280,2535,161,225,62,420,22,161,43,20,217,32,16,40,137
"76001","3100","VALLE DEL CAUCA","3100001","SANTIAGO DE CALI","3100001","31","5443","5437",1841675,307389,15522,30497,261370,1359,17231,118931,12756,7704,4227,47121,3418,14604,3005,1378,16984,1230,1211,1758,8453
"76126","3100","VALLE DEL CAUCA","3100040","CALIMA","3100040","31","56","56",15597,1842,238,171,1433,14,142,686,75,68,22,152,11,70,10,13,63,11,8,15,73
"76130","3100","VALLE DEL CAUCA","3100031","CANDELARIA","3100031","31","246","246",85518,9120,833,1381,6906,53,542,2809,364,292,90,1035,65,296,63,53,691,56,43,97,357
"76147","3100","VALLE DEL CAUCA","3100034","CARTAGO","3100034","31","373","373",122473,20358,1392,1924,17042,159,1445,8294,765,657,241,2389,375,649,143,101,977,91,61,100,595
"76233","3100","VALLE DEL CAUCA","3100037","DAGUA","3100037","31","123","123",38596,3380,373,312,2695,18,152,1405,147,93,30,204,24,163,26,19,272,9,14,34,85
"76243","3100","VALLE DEL CAUCA","3100043","EL AGUILA","3100043","31","33","33",7842,1230,138,57,1035,6,62,606,46,95,11,49,8,38,7,8,58,5,4,6,26
"76246","3100","VALLE DEL CAUCA","3100046","EL CAIRO","3100046","31","25","25",6649,558,60,28,470,4,41,273,19,20,9,45,1,30,3,2,4,2,2,2,13
"76248","3100","VALLE DEL CAUCA","3100049","EL CERRITO","3100049","31","175","175",56586,5367,561,823,3983,44,380,1536,209,154,55,622,33,179,43,18,395,34,21,46,214
"76250","3100","VALLE DEL CAUCA","3100052","EL DOVIO","3100052","31","39","39",10688,1082,133,66,883,4,59,505,32,48,13,79,5,18,5,1,80,5,3,5,21
"76275","3100","VALLE DEL CAUCA","3100055","FLORIDA","3100055","31","169","169",55334,5930,655,964,4311,33,346,1442,218,141,61,698,26,160,27,24,743,28,22,86,256
"76306","3100","VALLE DEL CAUCA","3100058","GINEBRA","3100058","31","60","60",19342,2096,153,255,1688,11,107,875,66,48,27,222,13,71,23,12,109,8,10,22,64
"76318","3100","VALLE DEL CAUCA","3100061","GUACARI","3100061","31","94","94",30357,4320,615,684,3021,45,263,756,130,102,45,360,26,71,21,21,943,17,17,73,131
"76364","3100","VALLE DEL CAUCA","3100064","JAMUNDI","3100064","31","381","381",127267,17460,1119,2141,14200,82,1109,6368,764,461,239,2324,167,668,133,69,1070,48,77,111,510
"76377","3100","VALLE DEL CAUCA","3100067","LA CUMBRE","3100067","31","47","47",14347,1575,137,171,1267,3,75,681,67,32,16,130,14,73,16,5,94,7,5,10,39
"76400","3100","VALLE DEL CAUCA","3100070","LA UNION","3100070","31","93","93",28487,3407,218,293,2896,20,168,1637,99,148,50,362,19,109,23,13,142,15,5,12,74
"76403","3100","VALLE DEL CAUCA","3100073","LA VICTORIA","3100073","31","37","37",11743,1403,154,123,1126,9,79,628,42,51,18,118,6,35,5,9,66,10,2,9,39
"76497","3100","VALLE DEL CAUCA","3100076","OBANDO","3100076","31","37","37",11129,787,83,84,620,6,47,325,39,30,4,66,3,22,4,1,28,1,2,6,36
"76520","3100","VALLE DEL CAUCA","3100079","PALMIRA","3100079","31","885","885",290179,40608,2795,4802,33011,247,3120,13169,1875,1182,578,6235,509,1459,343,189,2214,187,148,310,1246
"76563","3100","VALLE DEL CAUCA","3100082","PRADERA","3100082","31","138","138",42926,4632,580,674,3378,29,281,1196,197,154,35,434,79,185,137,25,368,27,21,68,142
"76606","3100","VALLE DEL CAUCA","3100085","RESTREPO","3100085","31","55","55",16362,1760,240,173,1347,10,116,615,86,77,26,135,14,56,16,9,79,6,5,13,84
"76616","3100","VALLE DEL CAUCA","3100088","RIOFRIO","3100088","31","50","50",16195,1587,166,134,1287,8,71,765,42,74,13,114,13,46,8,7,66,5,2,11,42
"76622","3100","VALLE DEL CAUCA","3100091","ROLDANILLO","3100091","31","109","109",31633,5807,479,560,4768,42,311,2289,186,233,87,665,46,238,37,40,372,38,15,23,146
